,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
1461,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1
2413,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,0
1896,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
210,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
227,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1
1166,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,0
2916,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1
971,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1
2524,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
346,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,0
223,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0
1875,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
208,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1
2267,1,1,1,1,1,2,2,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
419,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
1344,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
2321,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
1911,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1
1665,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2837,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
1477,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,0
276,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,0
2205,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,0
2922,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1
933,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1
650,1,1,1,1,1,2,1,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
1737,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
2049,2,1,1,1,2,1,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,0
283,2,1,1,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
706,1,1,1,1,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2775,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2262,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
2345,1,1,1,1,2,2,2,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
894,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2466,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
2726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
1059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
3058,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
2450,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
221,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2131,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
867,1,1,1,2,1,2,2,2,2,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1
1255,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
88,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,0
2889,1,1,1,1,1,2,1,1,2,1,1,2,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
1533,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,0
264,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
3120,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,0
1409,1,1,1,1,2,2,2,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
2299,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,0
252,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2127,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1900,1,1,1,1,2,2,2,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
244,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,0
2114,1,1,1,2,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,0
2065,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0
2523,1,1,1,1,2,2,1,1,1,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1424,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1913,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2272,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1
3113,1,1,1,1,1,1,2,1,2,1,2,1,1,1,3,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
2537,1,1,1,2,1,2,2,2,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
974,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,0
1935,1,2,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1
39,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
449,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
2827,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
3124,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,0
2732,2,1,1,1,1,1,2,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0
2805,1,1,2,1,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0
2539,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,0
818,1,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
2532,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,0
267,1,1,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
2286,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
2494,1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
3000,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,0
2763,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
3156,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1
1471,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
3089,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1
2365,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,0
1403,1,1,1,1,2,1,1,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
2098,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
98,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1
320,1,1,1,1,1,2,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
2808,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,0
2336,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1749,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,0
926,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
312,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
3106,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
1334,1,1,1,1,2,2,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,0
307,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
475,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
2353,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
940,1,1,1,2,2,2,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,0
952,1,1,1,2,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
918,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1
2214,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0
229,1,1,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1
36,1,1,1,1,2,2,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1722,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
2676,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
2312,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
445,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,0
2473,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1782,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
369,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
1497,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0
1378,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
2752,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
623,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
3009,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
551,1,2,1,2,2,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
1116,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
498,2,1,1,1,2,1,2,2,2,2,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,0
1578,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,0
2699,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
2409,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
2063,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,0
1290,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,0
2340,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
1871,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
2642,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
2122,2,1,2,1,1,1,2,2,2,2,2,1,2,1,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,0
2207,1,1,1,1,1,2,2,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
341,1,1,1,1,1,1,1,1,2,1,1,2,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
613,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
1246,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
758,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
231,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1
141,2,1,1,1,1,1,2,2,2,2,2,1,1,1,3,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,0
1276,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
1260,1,1,1,1,2,1,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
837,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
666,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2704,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,0
1030,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
278,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1
1917,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
3125,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2602,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1
2464,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,0
681,1,2,1,1,2,1,1,1,2,1,2,1,1,1,3,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1
1018,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0
1843,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
697,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1
3034,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
1709,1,1,1,1,2,1,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
2637,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,0
2185,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,0
1492,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
630,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1
1486,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2615,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1
2948,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2573,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,0
2968,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
66,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
2379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1881,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1
2468,1,1,1,1,1,1,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
944,1,1,1,1,2,1,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,0
2032,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1
611,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
3097,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2368,2,1,1,1,1,1,2,2,2,1,2,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1501,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
929,1,1,1,1,2,2,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
530,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
2541,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1
1212,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
2997,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1
220,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,0
883,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
1324,1,1,1,1,2,2,2,1,1,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
