,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
19338,5,9,7,7,8,7,10,4,4,9,8,7,4,9,12,2,18
9054,3,4,3,3,2,6,11,4,5,11,10,6,2,10,3,8,25
9529,2,1,2,1,1,3,3,6,5,2,4,6,1,9,1,9,1
5825,7,12,10,9,9,8,7,2,7,11,6,10,8,8,7,10,7
211,8,11,6,7,4,11,6,7,6,10,4,9,6,10,6,10,17
1024,6,8,6,9,6,9,6,8,6,10,6,10,4,9,6,8,23
19657,4,8,6,6,4,9,3,3,3,8,3,8,3,7,4,8,0
4196,3,2,4,3,3,8,8,6,5,8,7,10,4,7,5,10,8
8740,4,6,5,5,3,5,11,2,9,11,11,7,2,11,4,5,11
9522,5,6,6,8,8,10,9,7,4,8,8,8,7,11,7,5,11
17179,4,7,6,5,3,8,11,3,8,7,13,10,3,12,3,9,11
17975,6,12,7,9,6,5,11,5,7,12,11,7,3,11,4,6,25
4625,7,10,9,7,8,8,9,6,4,7,7,10,6,8,8,8,8
9766,9,11,9,6,4,7,11,3,3,9,11,8,9,13,2,8,15
10357,5,9,4,7,3,10,7,3,5,12,7,9,3,11,7,12,4
9373,7,12,9,9,10,6,9,4,5,9,9,10,8,10,6,5,9
18509,2,2,3,2,1,8,11,3,3,8,13,9,2,12,1,9,11
3757,6,7,6,5,4,6,10,2,8,10,11,7,2,12,4,6,11
2898,3,6,5,5,4,8,8,4,4,7,7,10,5,9,2,9,24
2982,5,10,7,7,7,7,8,4,6,7,6,10,7,11,8,6,10
18162,3,2,3,3,2,8,10,6,5,8,7,8,5,9,2,7,9
11964,5,7,7,6,7,8,8,6,5,8,7,9,7,10,8,9,6
3100,5,7,6,9,3,9,8,7,10,5,7,8,1,9,10,9,18
18907,10,14,9,8,5,9,8,6,6,12,4,7,6,10,5,9,14
5,5,12,7,9,4,8,8,1,9,15,7,9,1,9,2,9,3
4735,5,9,5,7,3,4,12,4,4,11,12,9,3,11,2,8,6
8297,6,11,7,8,4,9,8,9,9,7,8,10,3,8,6,11,8
13500,4,4,4,5,3,6,8,11,9,8,7,7,4,9,5,9,5
13023,5,8,5,6,3,4,13,6,5,13,12,8,4,11,2,9,6
16908,9,16,8,9,7,9,8,4,6,11,6,8,6,8,8,9,25
4511,8,12,9,9,7,6,9,2,9,9,10,6,6,12,8,5,11
10901,6,10,7,8,8,8,8,8,7,8,7,5,4,9,4,9,5
14216,6,8,6,6,4,7,12,4,8,12,10,6,3,13,4,5,22
10467,5,8,7,6,7,9,9,6,6,9,6,8,8,7,7,12,7
17845,5,7,6,5,4,6,10,6,7,7,10,11,4,10,2,8,24
9271,6,9,10,7,7,8,6,3,5,7,2,7,6,8,6,7,0
1721,4,10,5,7,3,8,9,1,9,15,7,7,1,9,2,8,3
12315,5,10,7,7,8,8,9,7,8,8,6,9,4,9,4,9,21
8857,5,6,6,9,5,7,10,10,8,9,6,7,3,9,10,11,16
9638,4,3,5,4,3,9,8,8,8,8,7,5,3,9,4,8,5
19366,11,11,11,6,5,3,11,5,3,12,13,9,9,11,1,8,15
13525,1,4,1,3,1,10,8,3,7,8,7,8,1,9,2,8,3
15475,4,7,5,5,2,8,6,14,6,8,15,9,4,10,1,9,24
9410,3,5,5,4,3,8,9,3,10,13,7,9,2,9,6,8,19
9713,3,5,5,4,3,8,5,2,9,9,3,11,1,8,3,9,1
10811,5,5,6,4,4,7,12,6,3,9,8,7,7,12,3,7,15
19700,3,8,3,6,2,1,2,6,7,1,1,8,1,9,1,9,1
4871,3,4,5,3,3,7,7,5,4,10,10,11,6,7,2,8,2
7983,7,6,7,9,4,8,8,16,3,5,7,9,7,9,1,9,9
2469,3,5,4,3,2,9,8,8,6,8,7,9,3,9,4,9,17
14431,3,12,3,10,3,8,8,1,9,8,7,9,1,9,4,9,3
10695,5,10,6,11,8,9,7,9,4,7,6,10,4,9,7,11,23
18589,4,9,5,7,5,7,11,8,5,8,5,10,3,7,6,12,10
5546,8,14,7,11,5,8,11,3,4,14,7,6,3,10,9,9,4
5953,3,5,4,4,3,9,8,5,6,10,5,8,3,8,4,11,10
8115,5,9,5,7,3,4,8,7,12,8,7,16,1,9,8,8,13
10907,6,10,5,5,3,8,7,5,6,5,9,8,6,9,3,8,24
18170,2,1,2,2,1,9,14,2,6,7,11,9,1,9,1,9,22
17997,3,6,4,4,3,6,5,6,7,3,3,6,2,7,2,7,1
4395,3,4,4,3,2,6,9,5,8,11,9,9,4,10,3,7,24
15724,4,5,7,4,3,8,8,2,10,11,7,9,3,9,4,8,12
15770,5,8,6,10,6,10,11,8,2,4,8,13,4,11,6,12,23
845,7,10,7,7,4,4,12,5,5,11,13,9,3,11,2,9,6
8540,7,10,9,8,9,10,6,8,5,8,6,8,7,8,9,10,10
10744,3,4,4,3,3,8,9,6,10,7,7,10,2,9,8,9,19
19117,5,10,7,8,5,11,4,3,3,9,3,11,6,6,4,9,0
87,3,2,3,2,1,3,2,7,6,1,3,6,1,9,1,9,1
10804,7,10,5,6,4,9,10,7,4,8,10,7,7,13,4,9,6
672,5,11,8,8,3,8,8,4,1,7,1,9,3,8,3,9,0
1304,3,4,4,3,2,9,8,4,9,7,7,9,3,9,6,9,12
6620,9,13,7,7,5,11,6,6,6,12,4,10,7,8,7,11,16
15921,3,7,4,5,5,7,7,8,6,7,7,8,3,10,8,11,16
19621,8,12,7,9,5,11,7,3,6,12,7,9,3,10,8,13,4
7183,7,12,9,9,10,7,7,4,7,9,8,13,6,10,10,9,13
10295,2,5,3,4,2,7,5,3,8,8,3,10,1,8,3,9,1
11610,2,1,3,1,1,8,8,12,2,8,7,9,4,9,1,9,21
11059,7,12,10,9,8,3,10,3,8,11,13,13,6,7,5,5,7
8251,2,2,3,2,1,8,5,4,1,8,2,9,3,8,2,9,0
4143,7,13,6,7,4,5,10,5,3,11,10,7,4,10,4,5,11
2692,5,7,7,9,5,13,5,4,6,12,3,9,3,8,6,13,19
19208,3,4,4,3,3,7,8,2,7,11,8,11,4,9,2,9,7
600,5,12,6,9,4,10,3,2,8,10,3,11,2,7,4,10,1
18976,3,5,5,4,3,11,8,2,9,11,4,8,3,8,4,9,12
9633,6,7,8,5,5,12,8,4,6,11,2,5,6,10,2,8,9
10878,7,10,9,8,6,9,10,3,6,10,6,7,7,10,2,8,9
7899,5,9,7,8,6,10,7,3,4,9,4,9,6,8,7,12,7
11676,3,12,1,9,3,8,8,6,4,8,7,9,1,9,1,9,3
9291,8,12,7,7,4,10,10,7,5,7,11,7,7,14,4,7,6
14346,2,1,2,1,1,9,7,6,5,7,7,10,2,9,6,11,8
12185,4,2,5,4,3,8,13,5,7,8,12,9,3,12,2,9,22
10649,6,8,6,6,3,4,12,4,7,13,12,6,1,11,3,6,11
13931,6,9,8,7,7,9,7,8,8,8,8,8,4,9,4,9,21
8818,4,4,5,3,3,7,9,6,8,7,10,10,4,11,2,8,24
3745,4,8,4,5,3,8,10,15,4,8,4,9,4,9,1,9,21
2888,3,2,4,3,2,7,8,7,10,8,7,15,1,9,5,10,20
8474,3,7,4,5,4,7,8,7,9,7,6,11,3,9,6,10,13
8176,6,10,7,6,4,3,11,6,4,14,13,10,5,10,1,9,9
16107,4,7,6,5,5,7,8,8,7,8,7,12,4,9,4,11,21
19006,5,9,5,7,3,8,8,15,3,5,7,9,7,9,1,9,9
2470,5,6,6,5,6,9,9,5,5,8,8,9,6,11,10,11,18
19213,2,8,1,5,1,8,8,5,5,8,7,9,1,9,1,9,3
19127,9,13,11,8,5,13,5,4,4,14,2,8,6,8,1,9,9
17032,4,7,3,10,3,10,9,4,4,13,5,6,3,9,6,11,4
13373,8,10,8,8,4,4,9,5,10,11,11,14,2,8,4,8,20
3781,4,6,7,5,4,7,8,2,10,12,10,10,4,9,4,8,12
8697,3,5,4,4,2,5,12,3,8,12,11,6,2,12,3,6,11
16005,5,8,7,6,5,5,10,4,4,10,10,10,7,8,2,8,9
13349,2,4,3,2,2,8,8,4,8,7,7,10,3,9,6,9,12
15579,7,12,10,10,6,13,8,5,6,11,1,5,7,9,3,9,9
14607,5,6,5,9,5,7,9,11,8,8,6,8,3,9,10,11,16
2497,4,3,5,4,4,8,8,6,9,8,6,9,3,9,7,10,13
1133,5,9,6,7,6,8,8,6,9,7,6,10,4,9,7,10,13
13949,8,10,6,14,5,7,10,4,4,13,7,6,4,9,9,9,4
10717,7,12,6,7,4,10,8,7,5,11,4,9,7,7,6,11,10
3815,12,16,10,9,5,7,11,7,4,12,5,5,6,11,5,8,14
1578,3,6,5,4,3,8,5,2,9,9,3,11,1,8,4,9,1
8635,7,10,9,9,8,8,8,5,7,8,8,9,4,9,10,11,1
14728,3,4,4,2,3,7,7,7,5,8,8,11,7,6,2,10,2
12602,5,5,7,4,4,7,7,4,5,11,10,11,9,5,4,9,2
8703,4,8,4,6,4,7,9,10,7,7,6,8,3,9,9,10,16
11457,6,11,7,8,6,7,6,7,8,7,7,11,4,10,5,8,8
11949,6,10,8,7,7,6,8,2,7,10,9,11,5,8,4,9,7
11607,8,9,8,7,6,3,13,3,3,11,11,9,7,12,2,8,15
7832,3,1,3,2,2,9,8,8,6,8,7,9,3,9,4,9,17
5007,8,12,8,7,4,9,6,5,5,14,8,10,4,10,4,9,18
6102,3,5,4,4,3,10,9,4,5,13,5,4,2,11,4,10,14
10414,4,9,6,6,3,8,6,4,2,8,2,9,3,8,3,8,0
2198,8,11,11,8,7,5,10,4,5,11,11,10,9,8,3,8,9
12424,6,12,7,9,5,7,10,11,6,8,6,9,4,9,7,11,10
14715,2,4,3,3,2,12,7,3,6,12,5,9,1,8,1,8,4
12273,3,2,4,4,3,8,8,4,9,7,7,9,3,9,7,9,12
7645,7,11,10,9,8,7,7,8,7,8,9,12,10,7,3,10,2
15537,5,5,5,8,5,7,9,10,8,8,7,8,3,9,10,11,16
17165,7,12,7,7,4,7,9,6,4,14,10,9,4,11,4,9,18
951,5,8,6,6,5,8,7,2,7,11,6,11,4,9,5,10,7
11703,7,11,9,8,9,8,7,7,5,8,7,9,6,11,9,13,25
9208,8,10,7,5,4,6,13,7,2,12,6,5,5,11,5,9,14
10520,5,10,6,7,2,8,8,6,5,8,7,9,4,9,5,9,12
13550,4,7,5,5,3,9,8,4,6,15,7,11,2,7,2,8,4
10712,4,4,6,3,3,8,7,3,8,11,7,11,5,8,4,9,7
7890,5,10,6,7,3,2,13,6,6,13,11,9,1,9,3,7,25
2551,5,9,7,7,8,8,9,7,5,8,6,9,7,10,8,8,2
18415,2,2,3,3,2,8,9,6,9,7,7,10,2,9,8,8,19
15317,3,8,3,6,3,2,12,4,5,12,12,9,1,9,2,8,25
8793,5,11,7,9,4,7,11,3,3,8,13,9,2,12,1,9,11
4232,5,10,7,7,4,6,5,4,10,7,2,8,2,7,4,7,1
12427,5,9,5,7,4,8,8,7,7,11,8,12,3,10,5,10,8
1147,6,10,9,8,7,12,7,3,8,12,4,8,5,7,7,13,16
19145,2,2,4,3,2,9,3,3,3,9,3,9,2,7,3,8,0
3740,5,8,6,6,7,10,5,6,4,9,7,10,4,9,11,12,18
6286,6,5,6,7,4,5,13,10,4,11,7,5,2,11,5,9,14
18625,6,9,8,7,7,10,10,6,5,8,6,8,4,9,10,6,19
18126,3,5,5,7,3,8,4,4,4,8,2,9,4,7,4,9,0
13136,4,8,5,6,4,9,8,8,8,8,8,9,3,10,10,9,18
9751,2,4,3,3,2,11,7,3,7,13,5,9,1,8,2,8,4
19094,5,10,6,8,5,8,7,12,5,7,14,9,4,10,1,9,24
7579,3,2,3,3,2,9,8,7,6,8,8,9,3,10,9,9,18
7836,5,11,6,6,5,10,6,6,3,11,7,12,7,6,6,11,0
13005,10,15,9,9,6,5,10,5,4,12,11,7,5,12,5,6,11
3593,6,8,7,10,10,9,9,8,4,8,8,9,10,12,7,5,11
7173,6,10,8,8,5,7,8,8,8,7,7,13,4,10,6,8,8
15444,4,6,5,4,3,9,8,8,5,10,7,9,3,9,4,9,17
4537,4,9,6,7,3,8,9,2,7,15,6,9,2,8,1,8,4
3896,5,9,7,7,6,11,7,5,7,10,4,7,4,10,4,9,5
1526,5,9,7,7,6,9,10,5,7,11,6,6,3,9,7,10,16
3428,6,9,8,8,7,7,8,6,8,8,6,8,5,8,7,6,5
1623,5,9,6,10,6,9,8,8,5,10,7,10,4,9,7,9,23
4877,5,11,6,8,4,6,15,2,6,10,11,8,1,9,1,9,22
1066,4,2,6,3,3,9,12,4,3,7,10,9,7,12,2,8,15
13527,4,8,5,6,3,5,6,2,10,8,3,12,1,9,3,8,1
13108,4,7,5,5,3,6,4,7,10,3,3,5,2,7,2,6,1
5817,6,11,7,9,8,9,10,4,8,9,7,9,3,11,14,8,19
9807,4,8,6,6,5,5,11,6,6,12,11,7,3,11,4,7,25
7111,4,7,6,7,5,8,8,6,7,8,6,8,5,8,7,6,5
15928,5,8,7,6,5,8,9,5,1,7,10,9,8,13,1,9,15
2784,6,6,6,9,4,8,8,16,3,5,7,9,7,9,1,9,9
19385,2,9,1,7,2,8,8,6,4,8,7,9,1,9,1,9,3
11947,5,11,6,9,4,7,8,11,9,11,9,12,3,13,5,10,20
19409,5,8,5,6,4,8,7,7,7,11,8,12,3,11,5,11,8
6508,2,1,2,2,2,6,8,6,9,8,7,13,1,9,7,10,13
6913,5,5,7,4,4,11,7,4,5,10,5,8,8,7,3,9,2
6000,4,11,5,9,6,9,8,6,10,8,6,8,2,8,8,9,19
9743,7,9,7,7,3,3,13,5,7,14,13,7,2,12,2,7,11
13201,5,12,5,9,6,4,10,6,11,8,7,15,1,9,7,9,13
12269,4,7,6,6,5,8,9,4,6,8,7,9,4,10,8,12,1
4934,3,2,3,4,3,6,11,5,6,11,10,7,2,11,4,8,25
6526,3,6,5,8,7,10,9,5,2,7,8,10,4,12,8,8,11
5299,3,2,4,3,2,7,11,9,3,8,6,9,3,8,6,11,10
15671,4,10,5,8,5,9,7,9,6,8,8,10,3,10,9,8,18
16626,6,11,7,9,4,8,8,5,16,10,7,9,1,9,9,9,19
14825,3,6,5,5,2,10,7,3,8,15,6,11,2,7,2,8,4
16492,3,6,5,4,3,8,8,3,10,12,7,9,2,9,6,9,19
13884,5,7,7,9,5,14,5,4,8,11,3,8,3,8,6,13,19
18074,4,7,5,8,5,10,8,8,4,6,7,11,4,9,7,11,23
13454,3,2,4,3,2,9,3,3,2,8,3,9,3,8,3,8,0
17616,4,12,5,10,5,11,8,2,8,12,4,8,1,8,2,8,4
2446,5,5,7,4,5,7,7,4,5,11,10,10,8,7,3,10,2
2920,4,5,5,4,3,8,8,8,5,10,8,9,3,9,4,9,17
13511,5,10,7,8,7,9,7,7,5,8,7,10,6,9,8,4,0
2980,3,7,5,5,3,12,4,4,3,11,2,10,3,7,3,9,0
13406,5,7,7,5,8,8,8,4,3,9,7,8,3,9,13,4,18
10557,5,10,6,8,5,9,7,14,5,8,12,9,4,10,1,9,24
5382,6,9,8,7,8,8,9,7,5,9,7,9,5,11,9,12,25
19125,5,10,5,7,5,9,9,6,9,6,6,7,1,8,10,8,18
17729,6,6,6,9,3,5,7,10,3,8,8,12,5,8,4,12,7
11531,6,12,6,7,4,10,10,5,4,13,6,5,5,12,6,7,14
4769,5,3,6,5,3,7,9,6,9,7,10,10,4,10,2,8,24
3095,6,9,8,7,7,11,7,4,7,11,5,8,4,9,6,11,16
18490,5,7,6,5,6,7,6,5,5,7,7,10,4,7,8,12,7
19204,3,8,4,6,3,12,8,1,8,11,4,7,1,9,2,8,4
8505,7,10,9,8,6,6,8,4,8,11,10,11,4,9,5,7,21
8396,4,10,5,7,6,9,8,7,7,8,7,6,3,9,8,10,16
4090,10,14,8,8,5,7,12,4,6,14,7,5,3,9,7,7,25
2989,6,9,8,7,7,5,8,4,5,11,11,11,6,7,3,7,2
8317,6,7,9,5,6,9,7,3,6,10,7,9,8,6,3,9,2
38,3,9,5,7,2,10,9,5,3,7,14,9,4,11,1,9,6
14296,3,10,3,7,3,8,8,1,9,8,7,9,1,9,4,9,3
16166,3,4,4,3,2,8,5,3,8,9,3,11,1,8,3,9,1
16899,5,10,5,7,3,8,8,15,3,6,7,9,7,9,1,9,9
12290,6,12,6,7,6,9,8,4,5,10,7,8,7,8,9,8,16
7959,2,4,3,2,2,7,8,6,5,10,8,11,3,9,5,10,8
13219,4,7,4,5,4,5,8,6,9,8,7,14,1,9,7,10,13
9939,5,10,6,8,4,4,8,7,12,8,7,16,1,9,8,8,13
17971,2,2,3,2,2,8,9,12,2,8,6,9,4,9,1,9,21
6457,8,10,7,6,3,9,9,5,9,14,6,8,3,9,6,7,22
5915,6,7,6,5,4,5,9,6,8,10,9,10,4,10,4,6,24
16465,6,9,8,7,9,9,8,6,2,8,7,9,10,10,7,12,17
4198,10,15,10,9,7,11,9,5,5,13,5,5,6,11,6,9,14
16541,7,8,9,6,5,8,10,3,6,11,6,7,6,10,2,8,9
778,4,8,5,6,4,8,9,8,6,11,9,8,4,9,4,9,17
15572,5,9,6,7,4,6,9,7,8,10,8,10,4,10,4,6,24
11875,6,10,6,7,4,6,13,4,9,13,10,5,2,12,3,5,22
8856,4,2,5,3,3,8,8,7,7,7,7,10,3,10,5,10,8
16437,8,11,7,7,4,8,7,7,6,11,6,8,5,8,6,8,8
2672,4,7,5,5,4,7,8,10,6,7,7,10,4,9,6,12,1
11892,6,6,6,9,4,8,8,16,3,5,7,9,7,9,1,9,9
4260,2,5,2,3,2,8,8,2,8,8,7,9,1,9,3,9,3
17436,2,1,2,1,1,8,8,11,3,8,7,9,3,9,1,9,21
14620,5,7,7,5,5,10,8,4,6,12,5,6,3,10,5,10,14
12693,8,10,11,8,8,3,10,3,8,11,12,12,6,8,5,5,7
17476,5,10,7,8,9,9,7,5,5,7,8,9,9,10,6,7,24
4269,2,1,3,2,1,8,5,3,1,8,3,9,3,8,2,9,0
16725,5,10,5,8,3,1,3,5,7,2,1,8,1,9,1,9,1
2313,4,6,5,5,4,8,12,4,8,8,12,9,3,12,2,9,22
2673,8,10,11,9,11,9,9,5,5,9,5,8,9,7,8,7,10
14880,6,11,8,9,5,5,10,3,9,11,13,10,4,10,5,6,12
17633,8,11,8,9,7,7,12,4,7,12,10,6,3,13,3,5,22
17956,4,10,5,7,5,4,9,6,10,8,8,15,1,9,7,10,13
17185,4,7,4,5,3,8,8,14,2,6,7,9,6,9,1,9,9
11966,5,11,7,9,8,8,10,7,4,6,6,12,6,8,9,8,8
1392,9,16,11,10,6,5,10,5,5,14,12,10,7,10,1,10,9
8816,9,13,7,7,5,6,10,7,5,10,9,10,6,11,6,9,17
8406,6,11,9,8,12,10,7,3,3,9,5,9,11,6,4,7,2
3101,4,6,6,4,3,8,10,7,8,8,11,10,4,10,2,9,24
3743,6,7,6,5,5,3,12,3,4,11,11,9,6,12,2,8,15
1011,5,6,5,8,5,8,8,13,3,8,10,9,9,6,1,9,2
2016,5,9,7,7,4,7,12,4,7,15,8,4,1,10,3,9,14
7809,2,1,3,2,1,9,10,4,3,8,13,9,3,11,1,9,6
19450,3,2,3,3,2,5,5,5,8,3,2,7,1,8,2,7,1
732,3,2,4,2,2,6,12,9,3,10,6,5,2,10,4,9,14
3638,7,15,7,9,5,12,2,4,4,13,6,14,4,7,6,12,0
14026,2,1,2,2,1,9,8,5,7,6,7,8,1,9,8,9,18
5282,4,10,6,8,3,8,11,2,4,8,13,9,2,12,1,9,11
3327,3,8,5,6,3,13,3,5,4,12,3,10,3,7,4,10,0
17773,6,11,8,9,8,7,9,6,6,8,7,8,7,8,7,12,21
18924,7,12,7,9,6,7,12,6,7,12,10,5,4,13,3,5,22
14067,3,1,3,2,2,7,8,9,7,8,7,7,3,9,4,9,5
9379,2,4,3,3,2,11,3,3,2,10,3,10,2,7,3,9,0
9933,4,7,5,5,4,7,8,9,6,8,6,8,4,8,4,9,9
136,4,6,6,5,4,10,8,4,6,11,5,7,4,8,5,10,10
1599,3,7,5,5,3,11,4,2,3,9,4,10,3,7,3,9,0
7175,3,7,5,5,3,6,14,1,6,10,11,8,1,9,1,9,22
16598,6,9,9,7,4,12,7,4,6,11,2,5,6,10,2,8,9
13090,2,1,2,2,1,4,12,5,4,12,10,8,1,9,3,9,25
1263,5,6,6,5,3,6,9,6,9,11,9,10,4,10,3,7,24
13749,3,4,4,3,3,9,8,7,5,8,8,9,3,10,10,9,18
18630,4,9,5,7,4,4,13,5,6,13,11,6,2,11,4,6,25
3734,5,9,7,7,5,12,7,4,8,12,4,8,3,9,6,12,16
17803,5,11,6,8,5,8,8,9,6,7,5,8,4,10,5,10,17
4067,5,10,7,8,6,9,7,4,6,7,8,8,3,9,10,10,12
2580,3,7,5,5,3,9,3,3,3,8,3,9,3,7,4,7,0
17042,6,12,8,9,5,8,11,6,6,13,6,4,2,11,4,9,14
2138,2,1,3,2,1,6,12,8,2,10,7,5,2,10,4,9,14
4131,4,7,5,5,4,8,9,8,11,6,5,10,4,9,7,8,13
15898,5,8,6,6,4,8,9,9,6,11,7,7,4,9,4,9,17
2509,7,11,7,8,5,10,7,9,7,11,4,9,5,9,5,7,17
15195,3,5,5,4,3,10,7,4,6,11,5,7,4,8,4,9,5
9352,5,8,6,6,6,9,8,6,6,7,7,6,9,8,3,7,2
8941,2,1,3,2,2,9,8,7,4,7,7,10,3,9,4,9,23
19439,6,10,8,7,6,5,8,3,8,11,11,13,4,9,4,7,7
5727,7,8,9,7,7,8,5,5,6,8,5,10,6,5,8,8,23
18002,4,6,6,5,3,9,7,4,8,16,6,11,2,7,2,8,4
16320,4,9,6,7,4,9,5,2,9,10,4,11,1,8,3,10,1
7653,2,1,3,1,2,8,7,10,1,8,9,9,6,7,1,9,2
8831,4,9,6,7,4,6,9,5,9,12,10,10,3,9,6,7,13
5555,4,5,5,4,3,8,8,7,8,8,7,6,3,9,4,8,5
6104,4,3,4,4,3,5,5,6,8,3,2,7,2,8,2,7,1
11284,4,4,5,5,2,8,8,5,5,8,7,9,4,9,5,9,12
17336,5,9,6,7,6,9,6,12,2,7,10,9,9,6,2,7,2
15236,6,10,9,8,5,5,10,3,8,11,11,12,4,9,4,7,7
13993,4,7,6,9,2,8,11,2,4,8,13,9,2,12,1,9,11
12933,5,9,7,8,7,8,8,6,7,8,5,9,5,7,8,5,5
12346,5,11,8,8,5,8,9,5,10,7,6,6,5,11,9,7,12
13578,7,11,9,9,9,7,7,7,4,7,7,11,6,9,9,8,8
2854,3,4,3,4,3,9,9,6,3,9,8,11,3,10,4,9,23
2514,4,8,5,6,2,9,7,4,8,16,6,11,1,8,2,8,4
17572,5,3,6,5,5,8,8,8,8,7,7,6,3,9,4,8,5
9901,4,8,6,5,2,9,12,3,3,6,13,9,2,12,1,9,11
666,10,14,9,8,5,7,11,5,6,5,6,11,7,11,3,8,9
15509,4,9,6,7,3,6,12,4,5,11,13,9,4,11,2,9,6
6858,5,8,5,5,3,7,12,9,4,8,5,9,4,8,7,12,10
5071,3,5,4,3,3,7,9,3,8,12,8,10,3,9,5,9,13
6824,7,11,8,7,6,9,8,4,6,11,8,8,8,12,6,9,21
5439,6,7,9,7,7,9,5,5,5,8,5,11,7,7,8,8,23
17715,3,4,3,3,2,7,9,7,8,9,8,14,2,10,4,11,20
12212,5,9,6,10,6,9,7,8,5,10,8,10,4,10,7,10,23
1480,2,2,3,2,1,9,15,2,6,7,11,9,1,9,1,9,22
468,5,6,7,7,6,9,11,5,5,8,8,10,4,8,8,6,4
10166,3,4,3,2,2,6,11,5,6,11,10,7,2,10,4,8,25
7935,7,10,8,8,7,9,6,12,1,8,10,9,13,5,5,9,2
3639,7,10,8,8,9,6,9,5,8,8,7,11,6,8,6,8,22
17438,11,14,8,9,6,11,6,6,7,12,4,10,7,8,8,12,16
18223,8,15,6,9,5,6,9,8,5,11,9,10,6,11,6,9,17
12055,5,8,7,6,6,7,8,8,5,8,7,9,4,11,8,10,14
16229,4,8,5,6,3,7,7,11,10,6,6,7,4,9,5,9,5
10827,2,9,1,6,1,8,8,5,5,8,7,9,1,9,1,9,3
18363,12,15,10,9,5,11,13,7,5,5,7,11,6,12,3,6,9
19537,8,11,8,8,4,3,12,6,7,14,14,8,3,12,3,7,11
15894,8,14,7,8,4,8,5,4,7,12,5,14,3,8,7,9,1
16508,7,10,7,5,3,7,10,5,3,10,8,6,6,13,3,8,6
10654,3,8,4,6,2,7,9,8,9,6,7,14,2,8,5,10,20
5038,5,10,6,8,6,9,10,9,5,8,9,8,5,8,5,10,17
18658,6,10,7,8,6,8,10,6,7,10,9,5,6,11,6,8,14
11930,3,5,5,4,2,9,7,4,7,15,8,12,2,7,2,8,4
4509,4,7,6,5,4,7,10,7,5,9,8,9,6,9,2,8,9
2929,6,9,6,7,4,4,13,4,4,11,12,9,3,11,2,9,6
13193,4,8,6,6,6,10,8,3,5,9,6,6,4,10,6,7,3
4128,4,8,6,6,3,8,5,6,5,15,10,15,2,7,2,7,4
642,4,8,5,6,4,7,9,6,10,8,8,10,2,10,8,8,19
16989,4,6,4,4,3,6,13,6,7,12,10,4,2,11,4,6,25
17890,5,6,7,4,3,8,9,3,6,11,7,7,6,9,2,8,9
11732,8,16,8,9,6,7,12,4,6,14,7,4,4,10,6,6,14
10118,4,8,5,6,3,8,11,2,8,7,13,9,2,12,3,9,11
8526,5,10,6,9,6,7,9,5,7,8,7,10,4,10,10,11,1
8336,3,4,4,2,2,6,10,5,5,10,9,6,2,10,4,8,14
1626,3,7,4,5,2,10,8,2,7,15,5,9,1,8,1,9,4
16949,3,4,5,3,3,9,9,3,7,11,7,8,2,10,6,9,18
18691,4,8,5,6,3,8,8,15,3,6,7,9,6,9,1,9,9
12854,3,4,5,3,3,8,8,4,7,11,7,9,4,9,3,8,21
10739,6,7,7,10,7,11,13,6,5,7,8,8,7,12,9,7,11
6394,5,12,6,9,4,8,15,1,6,8,11,9,1,9,1,9,22
5383,5,11,7,9,7,7,9,7,10,7,5,11,3,9,7,10,13
9574,5,9,7,7,5,10,8,4,7,11,4,7,4,8,5,11,10
4560,4,6,5,8,2,13,3,10,5,15,6,14,2,7,1,9,4
16904,4,5,7,4,4,7,10,2,9,11,10,9,3,9,4,7,12
5856,5,9,6,6,4,6,12,9,4,8,5,9,4,8,7,12,10
5049,6,11,7,9,8,9,8,5,9,7,6,7,7,9,4,8,5
11996,5,10,7,8,11,9,7,7,3,8,7,9,9,12,4,10,15
2969,5,6,8,9,3,8,9,5,4,8,15,9,4,10,1,9,6
2578,7,12,10,10,8,7,9,3,9,11,8,10,4,9,6,8,13
17410,6,7,8,6,6,7,7,7,6,8,6,7,4,7,6,7,17
18693,9,12,7,7,4,8,11,6,4,13,5,5,6,11,5,9,14
1488,11,16,9,9,6,10,8,8,6,11,3,10,8,6,7,11,10
6710,7,11,7,7,4,12,4,5,6,13,3,9,6,8,5,11,5
5603,5,10,6,7,5,8,7,13,5,7,13,9,4,10,1,9,24
11960,4,10,5,7,2,2,14,6,5,13,11,7,1,9,3,7,25
12392,4,3,6,5,3,6,11,2,8,10,12,10,2,12,3,8,11
19628,3,5,4,4,3,7,11,6,5,10,8,3,2,11,5,7,14
14237,7,12,7,9,4,5,15,9,2,12,7,4,2,11,5,9,14
15962,5,9,7,7,8,10,7,6,6,7,8,7,7,9,6,7,24
6865,5,6,7,5,4,5,9,3,8,11,11,12,4,9,4,7,7
8230,6,11,9,8,11,13,5,4,2,10,5,10,11,7,4,9,2
16342,3,8,4,6,2,8,7,1,9,15,8,11,1,9,2,9,3
9174,3,7,5,5,4,11,6,3,5,8,6,6,4,9,5,7,4
6646,4,4,5,6,2,1,1,7,7,1,2,6,1,9,1,9,1
18804,9,16,8,9,5,7,9,6,4,11,10,6,5,11,5,5,11
